date,30500CE,30500PE,30600CE,30600PE,30700CE,30700PE,30800CE,30800PE,30900CE,30900PE,31000CE,31000PE,31100CE,31100PE,31200CE,31200PE,31300CE,31300PE,31400CE,31400PE,31500CE,31500PE,31600CE,31600PE,31700CE,31700PE,31800CE,31800PE,31900CE,31900PE,32000CE,32000PE,32100CE,32100PE,32200CE,32200PE,32300CE,32300PE,32400CE,32400PE,32500CE,32500PE
2019/12/04,1345.0,41.1,,50.6,,65.9,,81.75,,100.6,640.0,116.8,718.9,145.4,750.0,176.25,415.0,206.55,375.1,227.35,334.6,290.15,290.1,344.0,243.45,400.15,201.3,467.95,164.45,542.5,127.7,599.6,95.0,495.25,80.7,681.0,60.7,700.0,45.35,,38.7,938.7
2019/12/05,1547.0,13.05,,15.4,1275.0,20.1,,21.55,940.0,27.2,1095.0,35.85,1000.15,42.6,1002.25,56.8,780.0,67.3,720.0,86.3,659.0,104.0,580.5,127.65,493.85,154.9,435.15,186.45,370.0,222.9,317.0,264.05,265.95,315.6,220.5,380.0,181.9,449.95,146.0,485.0,118.2,532.85
2019/12/06,1340.25,13.15,1050.0,16.0,887.1,19.5,880.1,25.0,1000.0,32.65,810.15,42.65,769.9,54.85,683.6,71.45,576.0,92.25,497.9,116.85,431.15,145.0,366.7,182.05,311.05,225.0,256.05,266.95,205.5,320.0,164.5,378.9,131.0,439.45,100.55,524.6,75.7,590.9,56.45,671.1,41.0,760.1
2019/12/09,1050.3,32.85,712.0,42.3,932.95,55.0,480.1,70.55,505.0,92.9,448.5,118.25,378.55,152.4,314.25,191.95,262.35,233.9,215.0,285.95,173.7,342.85,139.7,409.45,110.85,485.0,87.05,558.5,68.4,642.65,53.45,731.1,40.55,938.65,31.45,1067.1,23.05,1100.0,17.35,1100.0,13.1,1200.0
2019/12/10,843.3,12.15,761.4,17.8,623.05,26.45,606.65,37.15,510.15,53.0,450.25,73.7,368.5,99.7,304.45,131.65,244.2,171.15,193.45,218.65,148.1,275.4,114.4,340.75,86.25,409.8,63.75,488.15,46.45,566.15,34.65,660.0,24.95,777.0,18.4,903.85,13.45,985.3,10.35,1079.0,8.5,1175.0
2019/12/11,721.1,12.35,649.95,19.3,525.6,29.15,467.1,43.45,387.35,63.25,311.3,90.15,247.7,125.0,189.2,168.75,143.2,222.2,104.1,280.4,73.95,353.35,51.0,428.8,34.75,516.95,24.0,600.2,16.7,695.0,12.45,786.9,9.0,882.65,6.9,997.7,5.25,1080.0,4.6,1180.95,3.95,1216.0
2019/12/12,899.9,0.95,794.0,1.5,699.4,2.1,600.0,2.7,495.6,5.05,410.35,10.4,320.0,20.25,237.35,37.5,165.0,65.8,108.5,107.7,65.0,165.4,35.65,235.0,17.8,317.05,9.2,412.25,4.85,505.55,3.05,606.55,1.85,701.0,1.1,810.85,0.9,899.65,0.8,995.0,0.6,1104.55
